Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
14,"J Niimi, AI Eddy, AR Overington, P Silcock…",Cross-modal interaction between cheese taste and aroma,2014,International Dairy …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0958694614001411?casa_token=3usGh2te_aQAAAAA:gLG26RGLeAtKZxvtvrp88oWPBQpiGB5qyz1mIGHiHtc9KxHADsbemzRhP11SFaLHZ6YNtsYi26E,"https://scholar.google.com/scholar?cites=6298923290512699994&as_sdt=2005&sciodt=0,5&hl=en",51,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
47,"LA Ray, KE Courtney, KE Hutchison…",Initial evidence that OPRM1 genotype moderates ventral and dorsal striatum functional connectivity during alcohol cues,2014,Alcoholism: Clinical …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/acer.12136?casa_token=82F4YiOKEVUAAAAA:GDrBOc9rHqrIK9fQ5ga29mrpLKJmHlyVpns7dQQaPWOaYmf-LLzCIMwsDCL88dN8GKJc_ptfFU7J5-YO,"https://scholar.google.com/scholar?cites=3377334233255412826&as_sdt=2005&sciodt=0,5&hl=en",233,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,3,0.05,3,1,56
53,"KS Burger, E Stice","Neural responsivity during soft drink intake, anticipation, and advertisement exposure in habitually consuming youth",2014,Obesity,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/oby.20563,"https://scholar.google.com/scholar?cites=7962341964544432500&as_sdt=2005&sciodt=0,5&hl=en",93,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,5
56,"E Iannilli, N Noennig, T Hummel, AM Schoenfeld",Spatio-temporal correlates of taste processing in the human primary gustatory cortex,2014,Neuroscience,Elsevier,https://www.sciencedirect.com/science/article/pii/S0306452214004096?casa_token=ucZl-MzyCfUAAAAA:OxCIn5me34gf4YPkMrhx1T4BPICcXldgZOmzXcCFtqc0wwRUkyUtizOialaKsJ3FJ0A_vFF53iU,"https://scholar.google.com/scholar?cites=3970994900108038874&as_sdt=2005&sciodt=0,5&hl=en",29,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,5,0.1,5,1,50
0,JL Borges,"WINE TASTING AND CRITIQUE: BIAS, ERRORS, MISCONCEPTIONS AND THEIR INFLUENCE ON THE MARKET",2014,,academia.edu,https://www.academia.edu/download/58329268/WINE_TASTING_AND_CRITIQUE_BIAS_ERRORS_MI.pdf,,333,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,4,2,1,5,2
70,"HS Seo, E Iannilli, C Hummel, Y Okazaki…",A salty‐congruent odor enhances saltiness: Functional magnetic resonance imaging study,2013,Human brain …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/hbm.21414,"https://scholar.google.com/scholar?cites=4023955983965933564&as_sdt=2005&sciodt=0,5&hl=en",65,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,2,1,0,5,2
336,"A Taruno, V Vingtdeux, M Ohmoto, Z Ma…","CALHM1 ion channel mediates purinergic neurotransmission of sweet, bitter and umami tastes",2013,Nature,nature.com,https://idp.nature.com/authorize/casa?redirect_uri=https://www.nature.com/articles/nature11906&casa_token=5qYGUfJNUsIAAAAA:kwJELqgTX41BJ1FHo1p1yiURckQdk_CNeZwPOrGrpTXF0VYl5IzDtZYf_K2G1JEZElS_Xaa4Er9CSw_Wyw,"https://scholar.google.com/scholar?cites=2680212797658309085&as_sdt=2005&sciodt=0,5&hl=en",46,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,60,3,15,4,20
0,J Niimi,Cross-modal sensory interactions of taste and cheese aroma,2013,,ourarchive.otago.ac.nz,https://ourarchive.otago.ac.nz/handle/10523/4183,,55,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,19,0.86,6,3,22
2,SM Velmurugan,Dysgeusia: a review,2013,Asian J Pharm Clin Res,researchgate.net,https://www.researchgate.net/profile/Subha_Manoharan/publication/313160874_Dygeusia_Velmurugan_DrMSubhaAsian_J_Pharm_Clin_Res_Vol_6_Issue_4_201316-18/links/5bff731092851c63caafcca8/Dygeusia-Velmurugan-DrMSubhaAsian-J-Pharm-Clin-Res-Vol-6-Issue-4-2013-16-18.pdf,"https://scholar.google.com/scholar?cites=12159461396059848379&as_sdt=2005&sciodt=0,5&hl=en",220,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,48,1.37,48,1,35
0,M Beger,Konzeption eines Evaluierungsverfahrens für die Reizbeurteilung während einer olfaktorischen/gustatorischen fMRT-Untersuchung,2013,,monami.hs-mittweida.de,https://monami.hs-mittweida.de/frontdoor/index/index/docId/5012,,199,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,5,0.5,5,1,10
112,"M Stieger, F van de Velde","Microstructure, texture and oral processing: New ways to reduce sugar and salt in foods",2013,Current opinion in colloid & interface science,Elsevier,https://www.sciencedirect.com/science/article/pii/S1359029413000551?casa_token=0eZQrtpi0x4AAAAA:-8n4TSMo3STemfeePcN3dINJMRnlfBxR7uRNgRUEqkWRiTlGrplrD3Zk5t3IyT5406OeGbWtpYI,"https://scholar.google.com/scholar?cites=12816477308761209335&as_sdt=2005&sciodt=0,5&hl=en",300,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,1,0.04,1,1,24
8,NR Carroll,Mobile Medical App Regulation: Preventing a Pandemic of Mobilechondriacs,2013,. Louis UJ Health L. & Pol'y,HeinOnline,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/sljhlp7&section=22,"https://scholar.google.com/scholar?cites=11153573051260319456&as_sdt=2005&sciodt=0,5&hl=en",318,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,4,0.31,1,4,13
18,"BJD Le Révérend, IT Norton, S Bakalis",Modelling the human response to saltiness,2013,Food & function,pubs.rsc.org,https://pubs.rsc.org/--/content/articlehtml/2013/fo/c3fo30106k?casa_token=o3YiG2UAcwQAAAAA:Wq_9Qg4pYsZ_GChdQQwuUFJqirMKmFW14AHsxoyr-SWBO07yb4T_OHgTZAEQR2MdmZfLzDB8lCjNFyk,"https://scholar.google.com/scholar?cites=17420890491068840706&as_sdt=2005&sciodt=0,5&hl=en",47,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,10,3.33,3,3,3
0,"C Huart, P Rombaux, T Hummel",News in Clinical Olfaction and Gustation: Diagnostic Tools,2013,Recent Advances in …,books.google.com,https://books.google.com/books?hl=en&lr=&id=Osmw-edF4OYC&oi=fnd&pg=PA196&dq=gustometer+-rats+-rodents&ots=uct6o18y14&sig=MK4OBupfW22Qqlg7DVExv3aUQh4,,166,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,16,0.36,8,2,45
112,"J Busch, FYS Yong, SM Goh",Sodium reduction: Optimizing product composition and structure towards increasing saltiness perception,2013,Trends in Food Science & Technology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0924224412001847?casa_token=3AvALpZQ6Y4AAAAA:y2Xaz65TDE0uWiw_AMPjWaftQJvsOIYRdLzirNCetfonFZ3fvbQi-hrLe5PADNn7LaXrPxRfTOg,"https://scholar.google.com/scholar?cites=9487764965106871794&as_sdt=2005&sciodt=0,5&hl=en",272,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,3,0.09,3,1,35
14,"MG Veldhuizen, DJ Nachtigal, LJ Flammer…",Verbal descriptors influence hypothalamic response to low-calorie drinks,2013,Molecular …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2212877813000586,"https://scholar.google.com/scholar?cites=6507167491277111723&as_sdt=2005&sciodt=0,5&hl=en",73,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,2,0.29,2,1,7
37,C Spence,Multi-sensory Integration and the Psychophysics of Flavour Perception,2012,Food oral processing: Fundamentals of eating and …,books.google.com,https://books.google.com/books?hl=en&lr=&id=vY0A6lB9I_gC&oi=fnd&pg=PA203&dq=gustometer+-rats+-rodents&ots=K2ZP7raq8T&sig=x3gOKlpB-ZT_vsSNtc7I6akYl7k,"https://scholar.google.com/scholar?cites=4667972106759058069&as_sdt=2005&sciodt=0,5&hl=en",210,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,115
5,A Burbidge,Design of Food Structure for Enhanced Oral Experience,2012,Food Oral Processing: Fundamentals of Eating and …,books.google.com,https://books.google.com/books?hl=en&lr=&id=hDG3LqTpPoUC&oi=fnd&pg=PA357&dq=gustometer+-rats+-rodents&ots=at_2W6IZfT&sig=o2VENkOae71BpK4FAQNDyVByFPc,"https://scholar.google.com/scholar?cites=3662803772852952406&as_sdt=2005&sciodt=0,5&hl=en",328,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,5,1
152,"L Methven, VJ Allen, CA Withers…",Ageing and taste,2012,Proceedings of the …,cambridge.org,https://www.cambridge.org/core/journals/proceedings-of-the-nutrition-society/article/ageing-and-taste/47A2FFABFE59E40F230A98D5019593B8,"https://scholar.google.com/scholar?cites=3435493082527947586&as_sdt=2005&sciodt=0,5&hl=en",221,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,48,4.36,16,3,11
14,"MG Veldhuizen, DR Gitelman, DM Small",An fMRI study of the interactions between the attention and the gustatory networks,2012,Chemosensory perception,Springer,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s12078-012-9122-z&casa_token=_S61jJwjqZkAAAAA:hKTb4Kd5Wez2kDin3jo0co0e-aI5jUDdIYLI2SLvbIcP2O9eKe_Pj-nq_aMbOsIXxfQUd1QuS84Fb6A6LQ,"https://scholar.google.com/scholar?cites=7583307264825509554&as_sdt=2005&sciodt=0,5&hl=en",160,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
1,"KMM Burseg, E De Hoog, T Huppertz",Functional beverages-Flavour optimization of beverages,2012,Agro Food Industry Hi Tech,,,"https://scholar.google.com/scholar?cites=8085838452505914368&as_sdt=2005&sciodt=0,5&hl=en",169,2021-03-25 18:21:59,CITATION,NA,NA,NA,NA,NA,NA,NA,152,16.89,38,4,9
0,DE Pszczola,Going Where No Ingredient Has Gone Before,2012,,ift.org,https://www.ift.org/~/media/food%20technology/pdf/2012/07/0712_col_ingredients.pdf,,296,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,1
12,"KMM Burseg, H Ly Lieu, JHF Bult",Sweetness intensity enhancement by pulsatile stimulation: effects of magnitude and quality of taste contrast,2012,Chemical senses,academic.oup.com,https://academic.oup.com/chemse/article-abstract/37/1/27/393503,"https://scholar.google.com/scholar?cites=856106065637902504&as_sdt=2005&sciodt=0,5&hl=en",40,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,44,3.67,9,5,12
8,"KMM Burseg, SM Camacho, JHF Bult",Taste enhancement by pulsatile stimulation is receptor based but independent of receptor type,2012,Chemosensory perception,Springer,https://link.springer.com/article/10.1007/s12078-012-9126-8,"https://scholar.google.com/scholar?cites=5063059124385241486&as_sdt=2005&sciodt=0,5&hl=en",104,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,11
43,"E Iannilli, PB Singh, B Schuster, J Gerber, T Hummel",Taste laterality studied by means of umami and salt stimuli: an fMRI study,2012,NeuroImage,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811912000298?casa_token=dKvpMjkf7-gAAAAA:Cig7BIPMFV-QM8Ks2GNjqj2JE_5bBYpbMog93kWb30rtR9zIE--eOONG__KCvzhtOIQpAH1ntbA,"https://scholar.google.com/scholar?cites=13427229173469776299&as_sdt=2005&sciodt=0,5&hl=en",54,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,110,4.23,37,3,26
39,"K Ohla, NA Busch, JN Lundström",Time for taste—a review of the early cerebral processing of gustatory perception,2012,Chemosensory perception,Springer,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s12078-011-9106-4&casa_token=VcYi3XT9MiwAAAAA:dgE9roSaDlguLrzA40C28wlB2gT3Zg_SQhs862Eb7Y0SQCDby3U_4BoVtzGTJM7hzLoCuR2QteCl6uxmBQ,"https://scholar.google.com/scholar?cites=9137503756533337813&as_sdt=2005&sciodt=0,5&hl=en",108,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,2,0.17,1,2,12
0,K Kucz,Untersuchungen zum Geschmacks-und Geruchsempfinden onkologischer Patienten und Erfassung der Lebensmittelpräferenzen zur Prävention von …,2012,,opendata.uni-halle.de,https://opendata.uni-halle.de/handle/1981185920/7676,,309,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,NA
5,JE Knoop,Cross-modal interactions in complex food matrices,2011,,research.wur.nl,https://research.wur.nl/en/publications/cross-modal-interactions-in-complex-food-matrices,"https://scholar.google.com/scholar?cites=13773535901602490732&as_sdt=2005&sciodt=0,5&hl=en",79,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,11
17,"KMM Burseg, S Camacho, JHF Bult",Effects of pulsation rate and viscosity on pulsation-induced taste enhancement: new insights into texture–taste interactions,2011,Journal of agricultural and …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/jf2002848?casa_token=V2fH_ORWLk4AAAAA:x-gNPJq0tl1ckgF_IdPSexo8sr3rj3rSMBt_JREm9h-9WPWB9kMZwoSa_0BvD5Wb5SwnqYJ3NdEME_9F,"https://scholar.google.com/scholar?cites=3065957187748755392&as_sdt=2005&sciodt=0,5&hl=en",27,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,13,0.27,13,1,48
23,"M van Beilen, H Bult, R Renken, M Stieger…",Effects of visual priming on taste-odor interaction,2011,PLoS …,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0023857,"https://scholar.google.com/scholar?cites=11573081868312857994&as_sdt=2005&sciodt=0,5&hl=en",183,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,28,0.57,28,1,49
90,"SW Feldstein Ewing, FM Filbey…",How psychosocial alcohol interventions work: A preliminary look at what fMRI can tell us,2011,Alcoholism: Clinical …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1530-0277.2010.01382.x?casa_token=uro9-yq79c0AAAAA:lHIGE89oLLmjNKtqN2D4xJRlWiiKBGKzwmiAFXDVG0GYIxKzmKZX2Is_Uj_Ibyf0qmnrCUzY4WYTBM_p,"https://scholar.google.com/scholar?cites=17479965678730457869&as_sdt=2005&sciodt=0,5&hl=en",205,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,39,4.33,13,3,9
27,"CI Heinzerling, M Stieger, JHF Bult, G Smit",Individually modified saliva delivery changes the perceived intensity of saltiness and sourness,2011,Chemosensory perception,Springer,https://link.springer.com/article/10.1007/s12078-011-9099-z,"https://scholar.google.com/scholar?cites=18071262889379592003&as_sdt=2005&sciodt=0,5&hl=en",141,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,1,0.09,1,1,11
29,"N Roudnitzky, JHF Bult, RA de Wijk, J Reden…",Investigation of interactions between texture and ortho-and retronasal olfactory stimuli using psychophysical and electrophysiological approaches,2011,Behavioural brain …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0166432810005206?casa_token=vwUfnkZ-BTsAAAAA:yjhO3fvQviTBrajKcuPiLGbvipYLo053a98tphPWVAOi9QfZ9POvtpzdkdzSMBieVHfvOJbAr5k,"https://scholar.google.com/scholar?cites=13407295379926124001&as_sdt=2005&sciodt=0,5&hl=en",58,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,2,0.2,2,1,10
72,"MG Veldhuizen, DM Small",Modality-specific neural effects of selective attention to taste and odor,2011,Chemical senses,academic.oup.com,https://academic.oup.com/chemse/article-abstract/36/8/747/266603,"https://scholar.google.com/scholar?cites=8637287390497241885&as_sdt=2005&sciodt=0,5&hl=en",209,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,112,14,37,3,8
0,"BJD Le Révérend, IT Norton, S Bakalis",Modelling of In-Mouth Perception the Case of Sodium,2011,Procedia Food Science,Elsevier,https://www.sciencedirect.com/science/article/pii/S2211601X11001738,,80,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,21,7,4,5,3
29,"PB Singh, E Iannilli, T Hummel",Segregation of gustatory cortex in response to salt and umami taste studied through event-related potentials,2011,Neuroreport,journals.lww.com,https://journals.lww.com/neuroreport/Fulltext/2011/04200/Segregation_of_gustatory_cortex_in_response_to.8.aspx?casa_token=ZOWxbudxTK8AAAAA:-Mp2AcqP_G6U8shxiC9K78j5Nbn3TCqlJerEqThNuMDMMQVKL08BYcM7q9ry06N64rD2Gfk2qCJv6pIx6fjcfoVh,"https://scholar.google.com/scholar?cites=79117870912354713&as_sdt=2005&sciodt=0,5&hl=en",34,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,38
0,"VO Murovets, AA Bachmanov, VA Zolotarev…",The role of TRPV1-dependent chemosensation in alcohol perception and consumption by mice.,2011,CHEMICAL …,researchgate.net,https://www.researchgate.net/profile/Vladimir_Murovets2/publication/278364812_The_role_of_olfaction_in_perception_and_consumption_of_ethanol_by_mice/links/5b5ec9da0f7e9bc79a6e6d05/The-role-of-olfaction-in-perception-and-consumption-of-ethanol-by-mice.pdf,,31,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,5,0.45,2,3,11
0,M Choi,Veiling Glare in High-Dynamic-Range Displays: Experimental Comparison of Contributions from the Human Visual System and the Display Device using a Double …,2011,,search.proquest.com,https://search.proquest.com/openview/539aaaed52a474b8f2f88875156d0900/1?pq-origsite=gscholar&cbl=18750&diss=y,,327,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,3
0,P Limpert,Adaptation und Habituation bei repetetiver Geschmacksreizung mittels objektiver Gustometrie,2010,,opus4.kobv.de,https://opus4.kobv.de/opus4-fau/frontdoor/index/index/year/2010/docId/1281,,22,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,19,3.8,10,2,5
48,"T Hummel, A Genow, BN Landis",Clinical assessment of human gustatory function using event related potentials,2010,"Journal of Neurology, Neurosurgery …",jnnp.bmj.com,https://jnnp.bmj.com/content/81/4/459.short?casa_token=PNY1xsnPmWUAAAAA:ctP5EOEcYIAGbWeiBR6XN9SlotnPGwgV-XsTlePiq5HY3BkHXoDJLk8U6mabal3cp3_zzBAVI_l7NlwU,"https://scholar.google.com/scholar?cites=18255124318957542723&as_sdt=2005&sciodt=0,5&hl=en",128,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,NA
0,"K Ohla, J Hudry, J Le Coutre",Electrical neuroimaging of gustatory perception in humans,2010,Front. Neurosci. Conference Abstract …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/conf.fnins.2011.85.00009,,38,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,42,1.68,42,1,25
5,"AR Overington, GT Eyres…",Flavour release and perception in cheese bases,2010,Australian journal of …,search.proquest.com,https://search.proquest.com/openview/cbd1705edadda7313c8a1eba109d404d/1?pq-origsite=gscholar&cbl=36914,"https://scholar.google.com/scholar?cites=13456480408264379663&as_sdt=2005&sciodt=0,5&hl=en",197,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,26
95,"JA Felsted, X Ren, F Chouinard-Decorte…",Genetically determined differences in brain response to a primary food reward,2010,Journal of …,Soc Neuroscience,https://www.jneurosci.org/content/30/7/2428.short,"https://scholar.google.com/scholar?cites=8782245704267280698&as_sdt=2005&sciodt=0,5&hl=en",107,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,2
1,"H Gudziol, M Laetzel, H Lehnich…",Geschmacksreize verändern das Atemmuster: Methodik zum objektiven Nachweis einer Schmeckwahrnehmung,2010,Laryngo-Rhino-Otologie,researchgate.net,https://www.researchgate.net/profile/Thomas_Bitter/publication/26757695_Gustatory_input_affects_breathing_pattern_a_method_for_objectifying_of_gustatory_perception/links/0922b4f8c5c5b8ae5a000000.pdf,"https://scholar.google.com/scholar?cites=557474558746386961&as_sdt=2005&sciodt=0,5&hl=en",227,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,12,1.33,4,3,9
0,"A Eddy, I Appelqvist, L Lundin, C Delahunty",Intermittent delivery of salt or sugar distorts perception of saltiness or sweetness,2010,,publications.csiro.au,https://publications.csiro.au/rpr/pub?list=BRO&pid=csiro:EP101851&sb=RECENT&n=12&rpp=50&page=27&tr=5484&dr=all&dc4.browseYear=2010,,20,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,46,7.67,12,4,6
0,"P Singh, E Iannilli, T Hummel",Representation of umami and salt taste in the human brain,2010,Front. Neurosci. Conference Abstract …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/conf.fnins.2011.85.00002,,36,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,8
0,"J O'Loghlin, M Fulton, A Eddy, PL Yeow, M Evans","Simultaneous Gustometer & Olfactometer (SGO): The Simultaneous Gustometer & Olfactometer, or SGO, helps understand how taste and aroma combine …",2010,,search.informit.com.au,https://search.informit.com.au/documentSummary;dn=TEX20103002429;res=TVNEWS,,6,2021-03-25 18:21:59,CITATION,NA,NA,NA,NA,NA,NA,NA,55,1.28,55,1,43
1,"T Bitter, M Laetzel, H Lehnich…",Suprathreshold gustatory stimuli cause biphasic respiratory responses during resting respiration in humans,2010,The …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/lary.20805?casa_token=toHPd1QrLIoAAAAA:Naja-khqrTYMrnxCQxTqd9zBxuIpTqmsbXgzFPbDRD1RfzfbtoIEp_9lOncXyM1h0B5VusT26n6ADwGG,"https://scholar.google.com/scholar?cites=8917215135795898123&as_sdt=2005&sciodt=0,5&hl=en",269,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,27,2.7,7,4,10
529,"J Chandrashekar, C Kuhn, Y Oka, DA Yarmolinsky…",The cells and peripheral representation of sodium taste in mice,2010,Nature,nature.com,https://idp.nature.com/authorize/casa?redirect_uri=https://www.nature.com/articles/nature08783&casa_token=4NMimVAXs5cAAAAA:BxrKBCVqnkZTuqJ3vJ-pZG3zHwYY_P8H-jlVx3awh5vwOnmpT18FaXcZfkRfE7c-VKJC70a3tto6RLdnjQ,"https://scholar.google.com/scholar?cites=3435105482300480619&as_sdt=2005&sciodt=0,5&hl=en",213,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,1,0.08,0,3,12
94,"B Martin, YK Shin, CM White, S Ji, W Kim…","Vasoactive intestinal peptide–null mice demonstrate enhanced sweet taste preference, dysglycemia, and reduced taste bud Leptin receptor expression",2010,Diabetes,Am Diabetes Assoc,https://diabetes.diabetesjournals.org/content/59/5/1143.short,"https://scholar.google.com/scholar?cites=6069213540185492205&as_sdt=2005&sciodt=0,5&hl=en",122,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3
0,S Maluck,Vergleichende Untersuchungen zum Geschmacks-und Geruchsempfinden an akutgeriatrischen Patienten und Gesunden im Rahmen eines Ernährungsassessments,2010,,opendata.uni-halle.de,https://opendata.uni-halle.de/handle/1981185920/6816,,325,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,1
1,K Könnecke,Zustandsabhängig erlernte Wertzuschreibung beim Erwerb von Nahrungspräferenzen: Einfluss auf Verhalten und neuronale Verarbeitungsprozesse,2010,,macau.uni-kiel.de,https://macau.uni-kiel.de/servlets/MCRFileNodeServlet/dissertation_derivate_00003300/diss_koennecke_2010.pdf,"https://scholar.google.com/scholar?cites=8935483527639816274&as_sdt=2005&sciodt=0,5&hl=en",334,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,4,0.24,1,4,17
2,"AI Eddy, CM Delahunty",A new networked gustometer and olfactometer: applications in cross-modal sensory research,2009,8th Pangborn sensory science symposium,,,"https://scholar.google.com/scholar?cites=6511358588016337267&as_sdt=2005&sciodt=0,5&hl=en",10,2021-03-25 18:21:59,CITATION,NA,NA,NA,NA,NA,NA,NA,16,0.84,3,5,19
12,"B Schuster, E Iannilli, V Gudziol…",Gustatory testing for clinicians.,2009,Acta oto-rhino …,researchgate.net,https://www.researchgate.net/profile/Emilia_Iannilli/publication/41086917_Gustatory_testing_for_clinicians/links/54d0defc0cf29ca81103f533.pdf,"https://scholar.google.com/scholar?cites=3994345697284386528&as_sdt=2005&sciodt=0,5&hl=en",246,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,25,0.76,8,3,33
0,"HVV FACUNDO, DS GARRUTI…",Major preferences of commercial and genetically improved bananas across Brazil.,2009,… -Resumo em anais …,alice.cnptia.embrapa.br,https://www.alice.cnptia.embrapa.br/bitstream/doc/577734/1/RE09012.pdf,,338,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,14,2,3,5,7
44,"CE Riera, H Vogel, SA Simon, S Damak…",Sensory attributes of complex tasting divalent salts are mediated by TRPM5 and TRPV1 channels,2009,Journal of …,Soc Neuroscience,https://www.jneurosci.org/content/29/8/2654.short,"https://scholar.google.com/scholar?cites=13359507159881201478&as_sdt=2005&sciodt=0,5&hl=en",53,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,23
4,"J Busch, JE Knoop, C Tournier, G Smit",Effect of high-in-taste pulses on taste perception,2008,Proceedings of the 12th Weurman …,zhaw.ch,https://home.zhaw.ch/yere/pdf/Teil14%20-%20Expression%20of%20Multidisciplinary.pdf,"https://scholar.google.com/scholar?cites=6796297619955095204&as_sdt=2005&sciodt=0,5&hl=en",17,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,23,2.3,5,5,10
0,"RK Palmer, DJ Long, HR Devantier, FX Brennan…",The microtiter operant gustometer (MOG): Development of a high throughput (HT) operant taste discrimination assay,2008,Appetite,infona.pl,https://www.infona.pl/resource/bwmeta1.element.elsevier-9da7d56e-2e72-3024-ae73-724fc337e623,,7,2021-03-25 18:21:59,CITATION,NA,NA,NA,NA,NA,NA,NA,29,0.66,29,1,44
221,"JHF Bult, RA De Wijk, T Hummel","Investigations on multimodal sensory integration: texture, taste, and ortho-and retronasal olfactory stimuli in concert",2007,Neuroscience letters,Elsevier,https://www.sciencedirect.com/science/article/pii/S0304394006010020?casa_token=x98jPPX12ZoAAAAA:UylA4lxmjvKVMB1ZMKTxB5O1g3V3HozwGPextuqxqSJUbHLkqaUE37PqsCQy72PJkQ--tklJ4fM,"https://scholar.google.com/scholar?cites=846847248642467816&as_sdt=2005&sciodt=0,5&hl=en",157,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,7
