Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
56,"E Iannilli, N Noennig, T Hummel, AM Schoenfeld",Spatio-temporal correlates of taste processing in the human primary gustatory cortex,2014,Neuroscience,Elsevier,https://www.sciencedirect.com/science/article/pii/S0306452214004096?casa_token=ucZl-MzyCfUAAAAA:OxCIn5me34gf4YPkMrhx1T4BPICcXldgZOmzXcCFtqc0wwRUkyUtizOialaKsJ3FJ0A_vFF53iU,"https://scholar.google.com/scholar?cites=3970994900108038874&as_sdt=2005&sciodt=0,5&hl=en",29,2021-03-25 18:21:59,HTML,,,,,,,,5,0.1,5,1,50,"… Krarup in 1958 attempted to quantify the electric taste threshold and produced his 'electro gustometer'; by using this he discovered that thresholds varied widely (as they do for sugar, salt, &c.), ranging between 5 and 30 ,uA …"
0,JL Borges,"WINE TASTING AND CRITIQUE: BIAS, ERRORS, MISCONCEPTIONS AND THEIR INFLUENCE ON THE MARKET",2014,,academia.edu,https://www.academia.edu/download/58329268/WINE_TASTING_AND_CRITIQUE_BIAS_ERRORS_MI.pdf,,333,2021-03-25 18:21:59,PDF,,,,,,,,4,2,1,5,2,"… Nowadays, commercial devices for taste injection (gustometers) are also available. For example, considering the device proposed by (Haase et al., 2007) and by (Veldhuizen et al., 2007), the gustometer is a portable device that consists of a laptop computer that controls …"
70,"HS Seo, E Iannilli, C Hummel, Y Okazaki…",A salty‐congruent odor enhances saltiness: Functional magnetic resonance imaging study,2013,Human brain …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/hbm.21414,"https://scholar.google.com/scholar?cites=4023955983965933564&as_sdt=2005&sciodt=0,5&hl=en",65,2021-03-25 18:21:59,,,,,,,,,2,1,0,5,2,"Abstract. Glucose, fructose, and sucrose are important carbohydrates in Western diets with particular sweetness intensity and metabolisms. No study has compared."
336,"A Taruno, V Vingtdeux, M Ohmoto, Z Ma…","CALHM1 ion channel mediates purinergic neurotransmission of sweet, bitter and umami tastes",2013,Nature,nature.com,https://idp.nature.com/authorize/casa?redirect_uri=https://www.nature.com/articles/nature11906&casa_token=5qYGUfJNUsIAAAAA:kwJELqgTX41BJ1FHo1p1yiURckQdk_CNeZwPOrGrpTXF0VYl5IzDtZYf_K2G1JEZElS_Xaa4Er9CSw_Wyw,"https://scholar.google.com/scholar?cites=2680212797658309085&as_sdt=2005&sciodt=0,5&hl=en",46,2021-03-25 18:21:59,HTML,,,,,,,,60,3,15,4,20,"… 2). This system, a further development of a microprocessor-controlled gustometer described by Matsuda and Doty [17], allows for computer control over the stimulus and rinse durations and the interchange of various sizes of glass stimulation devices (GSDs) held to the tongue …"
0,J Niimi,Cross-modal sensory interactions of taste and cheese aroma,2013,,ourarchive.otago.ac.nz,https://ourarchive.otago.ac.nz/handle/10523/4183,,55,2021-03-25 18:21:59,,,,,,,,,19,0.86,6,3,22,… The RATTS is a further development of a microprocessor-controlled gustometer described by Matsuda and Doty (1995) and was designed to allow pre- eise presentation of a wide range of taste stimuli to dis- crete tongue regions …
2,SM Velmurugan,Dysgeusia: a review,2013,Asian J Pharm Clin Res,researchgate.net,https://www.researchgate.net/profile/Subha_Manoharan/publication/313160874_Dygeusia_Velmurugan_DrMSubhaAsian_J_Pharm_Clin_Res_Vol_6_Issue_4_201316-18/links/5bff731092851c63caafcca8/Dygeusia-Velmurugan-DrMSubhaAsian-J-Pharm-Clin-Res-Vol-6-Issue-4-2013-16-18.pdf,"https://scholar.google.com/scholar?cites=12159461396059848379&as_sdt=2005&sciodt=0,5&hl=en",220,2021-03-25 18:21:59,PDF,,,,,,,,48,1.37,48,1,35,"Page 1. Chemical Senses Vol.11 DO.1 pp. 105-118, 1986 A microcomputer (PC 9801/MS mouse) system to record and analyze time-intensity curves of sweetness Masa-aki Yoshida Department of Industrial Management, College …"
0,M Beger,Konzeption eines Evaluierungsverfahrens für die Reizbeurteilung während einer olfaktorischen/gustatorischen fMRT-Untersuchung,2013,,monami.hs-mittweida.de,https://monami.hs-mittweida.de/frontdoor/index/index/docId/5012,,199,2021-03-25 18:21:59,,,,,,,,,5,0.5,5,1,10,"… Temporal contrast as a strategy to enhance salty taste was studied in the experiments described in chapter 6. Salty solutions of different NaCl concentrations were presented in alternating sequence by a gustometer, creating a sensory contrast of low-in salt and high-in salt …"
112,"M Stieger, F van de Velde","Microstructure, texture and oral processing: New ways to reduce sugar and salt in foods",2013,Current opinion in colloid & interface science,Elsevier,https://www.sciencedirect.com/science/article/pii/S1359029413000551?casa_token=0eZQrtpi0x4AAAAA:-8n4TSMo3STemfeePcN3dINJMRnlfBxR7uRNgRUEqkWRiTlGrplrD3Zk5t3IyT5406OeGbWtpYI,"https://scholar.google.com/scholar?cites=12816477308761209335&as_sdt=2005&sciodt=0,5&hl=en",300,2021-03-25 18:21:59,HTML,,,,,,,,1,0.04,1,1,24,"… So wie die Geschmacksbestimmung mit einem Gustometer erfolgt, der Geräuschpegel mit ei- nem Audiometer bestimmt wird, so hat man für die Bestimmung des Geruchs das Olfaktome- ter entwickelt. Mit diesem Gerät wird die Geruchsschwelle bestimmt …"
8,NR Carroll,Mobile Medical App Regulation: Preventing a Pandemic of Mobilechondriacs,2013,. Louis UJ Health L. & Pol'y,HeinOnline,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/sljhlp7&section=22,"https://scholar.google.com/scholar?cites=11153573051260319456&as_sdt=2005&sciodt=0,5&hl=en",318,2021-03-25 18:21:59,,,,,,,,,4,0.31,1,4,13,… The increase of saltiness perception was investigated via controlled delivery of 'high-in-salt pulses' into the mouth of assessors using a gustometer … Experimental A gustometer (8) was used under conditions that were optimized for continuous flow mode …
18,"BJD Le Révérend, IT Norton, S Bakalis",Modelling the human response to saltiness,2013,Food & function,pubs.rsc.org,https://pubs.rsc.org/--/content/articlehtml/2013/fo/c3fo30106k?casa_token=o3YiG2UAcwQAAAAA:Wq_9Qg4pYsZ_GChdQQwuUFJqirMKmFW14AHsxoyr-SWBO07yb4T_OHgTZAEQR2MdmZfLzDB8lCjNFyk,"https://scholar.google.com/scholar?cites=17420890491068840706&as_sdt=2005&sciodt=0,5&hl=en",47,2021-03-25 18:21:59,,,,,,,,,10,3.33,3,3,3,"… Thirty young, healthy, right-handed females with a normal weight were included in the study. One participant dropped out because of feelings of discomfort in the scanner. Furthermore, due to technical issues with the gustometer, data was not reliable for two of the subjects …"
0,"C Huart, P Rombaux, T Hummel",News in Clinical Olfaction and Gustation: Diagnostic Tools,2013,Recent Advances in …,books.google.com,https://books.google.com/books?hl=en&lr=&id=Osmw-edF4OYC&oi=fnd&pg=PA196&dq=gustometer+-rats+-rodents&ots=uct6o18y14&sig=MK4OBupfW22Qqlg7DVExv3aUQh4,,166,2021-03-25 18:21:59,,,,,,,,,16,0.36,8,2,45,"… L. M. Water taste in man. Perception & Psychophysics. 1968. 3. 69-72. BEKESY. G. VON. The effect of adaptation on the taste threshold observed with a semi automatic gustometer. Journal of General Physiology. 1965. 48.481-488. KRAKAUER. Do, & DALLENBACH …"
112,"J Busch, FYS Yong, SM Goh",Sodium reduction: Optimizing product composition and structure towards increasing saltiness perception,2013,Trends in Food Science & Technology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0924224412001847?casa_token=3AvALpZQ6Y4AAAAA:y2Xaz65TDE0uWiw_AMPjWaftQJvsOIYRdLzirNCetfonFZ3fvbQi-hrLe5PADNn7LaXrPxRfTOg,"https://scholar.google.com/scholar?cites=9487764965106871794&as_sdt=2005&sciodt=0,5&hl=en",272,2021-03-25 18:21:59,HTML,,,,,,,,3,0.09,3,1,35,… Only 52 percent responded to a diluted lemon juice mixture. Ninety percent of the patients tested had normal taste sensitivity. Ten percent of the patients tested with the electric gustometer had reduced or absent taste. When …
14,"MG Veldhuizen, DJ Nachtigal, LJ Flammer…",Verbal descriptors influence hypothalamic response to low-calorie drinks,2013,Molecular …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2212877813000586,"https://scholar.google.com/scholar?cites=6507167491277111723&as_sdt=2005&sciodt=0,5&hl=en",73,2021-03-25 18:21:59,HTML,,,,,,,,2,0.29,2,1,7,… 167 4.1.4 TreatmentwithPEIE . . . . . 174 4.2 Electroactuatedmembrane . . . . . 174 4.3 Gustometer . . . . . 178 4.4 RadioFrequencyIdentificationtag …
37,C Spence,Multi-sensory Integration and the Psychophysics of Flavour Perception,2012,Food oral processing: Fundamentals of eating and …,books.google.com,https://books.google.com/books?hl=en&lr=&id=vY0A6lB9I_gC&oi=fnd&pg=PA203&dq=gustometer+-rats+-rodents&ots=K2ZP7raq8T&sig=x3gOKlpB-ZT_vsSNtc7I6akYl7k,"https://scholar.google.com/scholar?cites=4667972106759058069&as_sdt=2005&sciodt=0,5&hl=en",210,2021-03-25 18:21:59,,,,,,,,,0,0,0,1,115,"… Aether bromatus schmeckt schwach süßlich beim direkten Schmecken der Flüssigkeit sowie beim direkten Schmecken in Gasform (Gusto- meter), aber nicht … 27 - Nach meinen Versuchen, die ich mit Paraldehyd im Gustometer ausführte, ist der Geschmack schwach bitterlich …"
5,A Burbidge,Design of Food Structure for Enhanced Oral Experience,2012,Food Oral Processing: Fundamentals of Eating and …,books.google.com,https://books.google.com/books?hl=en&lr=&id=hDG3LqTpPoUC&oi=fnd&pg=PA357&dq=gustometer+-rats+-rodents&ots=at_2W6IZfT&sig=o2VENkOae71BpK4FAQNDyVByFPc,"https://scholar.google.com/scholar?cites=3662803772852952406&as_sdt=2005&sciodt=0,5&hl=en",328,2021-03-25 18:21:59,,,,,,,,,0,0,0,5,1,"… During the experimental session, an animal was exposed in a Davis MS-160 gustometer (DiLog Instruments, Tallahassee, FL, USA), in which a sipper tube containing test solution was presented for 5 s, with 20-s interpresentation interval … training sessions in the gustometer …"
152,"L Methven, VJ Allen, CA Withers…",Ageing and taste,2012,Proceedings of the …,cambridge.org,https://www.cambridge.org/core/journals/proceedings-of-the-nutrition-society/article/ageing-and-taste/47A2FFABFE59E40F230A98D5019593B8,"https://scholar.google.com/scholar?cites=3435493082527947586&as_sdt=2005&sciodt=0,5&hl=en",221,2021-03-25 18:21:59,,,,,,,,,48,4.36,16,3,11,"… The left hand end of the scale was defined as 'no stimulus perceived' (0%), the right hand end as 'extremely strong' (100%). Taste stimuli were applied by means of a computer controlled air dilution 'gustometer' (OM4b; Burghart, Wedel, Germany) …"
14,"MG Veldhuizen, DR Gitelman, DM Small",An fMRI study of the interactions between the attention and the gustatory networks,2012,Chemosensory perception,Springer,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s12078-012-9122-z&casa_token=_S61jJwjqZkAAAAA:hKTb4Kd5Wez2kDin3jo0co0e-aI5jUDdIYLI2SLvbIcP2O9eKe_Pj-nq_aMbOsIXxfQUd1QuS84Fb6A6LQ,"https://scholar.google.com/scholar?cites=7583307264825509554&as_sdt=2005&sciodt=0,5&hl=en",160,2021-03-25 18:21:59,HTML,,,,,,,,0,0,0,1,,… 01/14/2021 Page 3. poses I have constructed a clinical gustometer. The current is supplied by dry batteries of 135 v. Through the potentiometer you regulate the voltage to 100 read on the built-in voltmeter. By another switch …
1,"KMM Burseg, E De Hoog, T Huppertz",Functional beverages-Flavour optimization of beverages,2012,Agro Food Industry Hi Tech,,,"https://scholar.google.com/scholar?cites=8085838452505914368&as_sdt=2005&sciodt=0,5&hl=en",169,2021-03-25 18:21:59,CITATION,,,,,,,,152,16.89,38,4,9,"… Another method devel- oped to apply tastant solutions directly to the tongue was a gustometer, which enabled continuous presentation for 2s intervals. Following each 2 s presentation the subjects give their degree of certainty concerning whether a stimulus was present or not …"
0,DE Pszczola,Going Where No Ingredient Has Gone Before,2012,,ift.org,https://www.ift.org/~/media/food%20technology/pdf/2012/07/0712_col_ingredients.pdf,,296,2021-03-25 18:21:59,PDF,,,,,,,,0,0,0,4,1,"Prevailing models of obesity posit that hedonic signals override homeostatic mechanisms to promote overeating in today's food environment. What researchers mean by “hedonic” varies considerably, but most frequently refers to an aggregate of appetitive events including incentive …"
12,"KMM Burseg, H Ly Lieu, JHF Bult",Sweetness intensity enhancement by pulsatile stimulation: effects of magnitude and quality of taste contrast,2012,Chemical senses,academic.oup.com,https://academic.oup.com/chemse/article-abstract/37/1/27/393503,"https://scholar.google.com/scholar?cites=856106065637902504&as_sdt=2005&sciodt=0,5&hl=en",40,2021-03-25 18:21:59,,,,,,,,,44,3.67,9,5,12,
8,"KMM Burseg, SM Camacho, JHF Bult",Taste enhancement by pulsatile stimulation is receptor based but independent of receptor type,2012,Chemosensory perception,Springer,https://link.springer.com/article/10.1007/s12078-012-9126-8,"https://scholar.google.com/scholar?cites=5063059124385241486&as_sdt=2005&sciodt=0,5&hl=en",104,2021-03-25 18:21:59,HTML,,,,,,,,0,0,0,2,11,"Page 1. Universidad del Bío-Bío Facultad de Educación y Humanidades Departamento de Ciencias Sociales Escuela de Historia y Geografía “Fundo Los Robles (Retiro, provincia de Linares), una aproximación socioeconómica y cultural a la Reforma Agraria: 1960 – 1990” …"
43,"E Iannilli, PB Singh, B Schuster, J Gerber, T Hummel",Taste laterality studied by means of umami and salt stimuli: an fMRI study,2012,NeuroImage,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811912000298?casa_token=dKvpMjkf7-gAAAAA:Cig7BIPMFV-QM8Ks2GNjqj2JE_5bBYpbMog93kWb30rtR9zIE--eOONG__KCvzhtOIQpAH1ntbA,"https://scholar.google.com/scholar?cites=13427229173469776299&as_sdt=2005&sciodt=0,5&hl=en",54,2021-03-25 18:21:59,HTML,,,,,,,,110,4.23,37,3,26,"… One elderly subject chose not to participate in the electrical-threshold retest. The electrical stimulus was delivered via an electro- gustometer (Rion, TR-06) with a single, flat, circular, stimu- lus probe (5 mm diameter) in stainless steel …"
39,"K Ohla, NA Busch, JN Lundström",Time for taste—a review of the early cerebral processing of gustatory perception,2012,Chemosensory perception,Springer,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s12078-011-9106-4&casa_token=VcYi3XT9MiwAAAAA:dgE9roSaDlguLrzA40C28wlB2gT3Zg_SQhs862Eb7Y0SQCDby3U_4BoVtzGTJM7hzLoCuR2QteCl6uxmBQ,"https://scholar.google.com/scholar?cites=9137503756533337813&as_sdt=2005&sciodt=0,5&hl=en",108,2021-03-25 18:21:59,HTML,,,,,,,,2,0.17,1,2,12,
0,K Kucz,Untersuchungen zum Geschmacks-und Geruchsempfinden onkologischer Patienten und Erfassung der Lebensmittelpräferenzen zur Prävention von …,2012,,opendata.uni-halle.de,https://opendata.uni-halle.de/handle/1981185920/7676,,309,2021-03-25 18:21:59,,,,,,,,,0,0,0,4,,"Page 1. 415 Food and Drug Administration, HHS Pt. 872 § 870.5900 Thermal regulating system. (a) Identification. A thermal regu- lating system is an external system consisting of a device that is placed in contact with the patient and a tem- perature controller for the device …"
5,JE Knoop,Cross-modal interactions in complex food matrices,2011,,research.wur.nl,https://research.wur.nl/en/publications/cross-modal-interactions-in-complex-food-matrices,"https://scholar.google.com/scholar?cites=13773535901602490732&as_sdt=2005&sciodt=0,5&hl=en",79,2021-03-25 18:21:59,HTML,,,,,,,,0,0,0,1,11,"… neu entwickelten Gu001 Gustometers [6]. Hierbei soll die valide Ableitung von geschmacksevozierten Potentialen für die vier Geschmacksqualitäten süß, sauer, bitter und salzig untersucht werden. Inwieweit Messungen mit dem Gu001 Gustometer reproduzierbar und in …"
17,"KMM Burseg, S Camacho, JHF Bult",Effects of pulsation rate and viscosity on pulsation-induced taste enhancement: new insights into texture–taste interactions,2011,Journal of agricultural and …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/jf2002848?casa_token=V2fH_ORWLk4AAAAA:x-gNPJq0tl1ckgF_IdPSexo8sr3rj3rSMBt_JREm9h-9WPWB9kMZwoSa_0BvD5Wb5SwnqYJ3NdEME_9F,"https://scholar.google.com/scholar?cites=3065957187748755392&as_sdt=2005&sciodt=0,5&hl=en",27,2021-03-25 18:21:59,,,,,,,,,13,0.27,13,1,48,"… of adaptation by the taste receptors. Bekesy (1960), using a semiautomatic gustometer, demonstrated that adaptation near the threshold can be so strong that a constant shift of threshold occurs. Further work has been done …"
23,"M van Beilen, H Bult, R Renken, M Stieger…",Effects of visual priming on taste-odor interaction,2011,PLoS …,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0023857,"https://scholar.google.com/scholar?cites=11573081868312857994&as_sdt=2005&sciodt=0,5&hl=en",183,2021-03-25 18:21:59,HTML,,,,,,,,28,0.57,28,1,49,"… Bekesy (1960) used a semiautomatic gustometer to show that adaptation caused a constant shift of threshold … Bekesy, G. von, 1960, ""The effect of adaptation on the taste threshold observed with a semiautomatic gustometer"", Journal of General Physiology, 48, 481-488 …"
90,"SW Feldstein Ewing, FM Filbey…",How psychosocial alcohol interventions work: A preliminary look at what fMRI can tell us,2011,Alcoholism: Clinical …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1530-0277.2010.01382.x?casa_token=uro9-yq79c0AAAAA:lHIGE89oLLmjNKtqN2D4xJRlWiiKBGKzwmiAFXDVG0GYIxKzmKZX2Is_Uj_Ibyf0qmnrCUzY4WYTBM_p,"https://scholar.google.com/scholar?cites=17479965678730457869&as_sdt=2005&sciodt=0,5&hl=en",205,2021-03-25 18:21:59,,,,,,,,,39,4.33,13,3,9,"The first successfully recorded event-related potential (ERP) for taste, one of our basic senses, was published nearly half a century ago. Despite this lar."
27,"CI Heinzerling, M Stieger, JHF Bult, G Smit",Individually modified saliva delivery changes the perceived intensity of saltiness and sourness,2011,Chemosensory perception,Springer,https://link.springer.com/article/10.1007/s12078-011-9099-z,"https://scholar.google.com/scholar?cites=18071262889379592003&as_sdt=2005&sciodt=0,5&hl=en",141,2021-03-25 18:21:59,HTML,,,,,,,,1,0.09,1,1,11,"… Joachim Zietlow für die Anfertigung der elektronischen Ansteuerung des Olfaktometers und des Gustometers; Dipl.-Psych … Um dies zu realisieren, wurden ein Olfaktometer und ein Gustometer angefertigt, die zunächst in einer Validierungsstudie getestet wurden …"
29,"N Roudnitzky, JHF Bult, RA de Wijk, J Reden…",Investigation of interactions between texture and ortho-and retronasal olfactory stimuli using psychophysical and electrophysiological approaches,2011,Behavioural brain …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0166432810005206?casa_token=vwUfnkZ-BTsAAAAA:yjhO3fvQviTBrajKcuPiLGbvipYLo053a98tphPWVAOi9QfZ9POvtpzdkdzSMBieVHfvOJbAr5k,"https://scholar.google.com/scholar?cites=13407295379926124001&as_sdt=2005&sciodt=0,5&hl=en",58,2021-03-25 18:21:59,HTML,,,,,,,,2,0.2,2,1,10,… El compromiso al que se le bautiza con el nombre de uno de los Padres de la nación americana con- siste en «privatizar la religión —poniéndola fuera de la plaza pública— haciendo que se considere de mal gusto meter la religión en las discu- siones de política pública»14 …
72,"MG Veldhuizen, DM Small",Modality-specific neural effects of selective attention to taste and odor,2011,Chemical senses,academic.oup.com,https://academic.oup.com/chemse/article-abstract/36/8/747/266603,"https://scholar.google.com/scholar?cites=8637287390497241885&as_sdt=2005&sciodt=0,5&hl=en",209,2021-03-25 18:21:59,,,,,,,,,112,14,37,3,8,JavaScript is disabled on your browser. Please enable JavaScript to use all the features on this page. Skip to main content Skip to article …
0,"BJD Le Révérend, IT Norton, S Bakalis",Modelling of In-Mouth Perception the Case of Sodium,2011,Procedia Food Science,Elsevier,https://www.sciencedirect.com/science/article/pii/S2211601X11001738,,80,2021-03-25 18:21:59,,,,,,,,,21,7,4,5,3,… magnetic resonance imaging (fMRI). Selected food stimuli were delivered to participants using an MRI-compatible gustometer. fMRI scans were performed both after 10-h fasting and when sated. Brain activation and hypothalamic …
29,"PB Singh, E Iannilli, T Hummel",Segregation of gustatory cortex in response to salt and umami taste studied through event-related potentials,2011,Neuroreport,journals.lww.com,https://journals.lww.com/neuroreport/Fulltext/2011/04200/Segregation_of_gustatory_cortex_in_response_to.8.aspx?casa_token=ZOWxbudxTK8AAAAA:-Mp2AcqP_G6U8shxiC9K78j5Nbn3TCqlJerEqThNuMDMMQVKL08BYcM7q9ry06N64rD2Gfk2qCJv6pIx6fjcfoVh,"https://scholar.google.com/scholar?cites=79117870912354713&as_sdt=2005&sciodt=0,5&hl=en",34,2021-03-25 18:21:59,HTML,,,,,,,,0,0,0,2,38,"… In 1965 Peries 8- Miles reported useful role of Electrogustometry in prognosis of Bell's palsy. With the help of iiT, Kanpur an Electro- Gustometer was fabricated with some modifications of circuit employed by Peries, et a/. Soon after, a nerve excitability instrument was produced …"
0,"VO Murovets, AA Bachmanov, VA Zolotarev…",The role of TRPV1-dependent chemosensation in alcohol perception and consumption by mice.,2011,CHEMICAL …,researchgate.net,https://www.researchgate.net/profile/Vladimir_Murovets2/publication/278364812_The_role_of_olfaction_in_perception_and_consumption_of_ethanol_by_mice/links/5b5ec9da0f7e9bc79a6e6d05/The-role-of-olfaction-in-perception-and-consumption-of-ethanol-by-mice.pdf,,31,2021-03-25 18:21:59,,,,,,,,,5,0.45,2,3,11,"… Future work on taste/aroma interactions will use a simultaneous gustometer/olfactometer to independently and simultaneously deliver combinations of aromas and tastants to a panellist, through tubes leading into the nose and mouth …"
0,M Choi,Veiling Glare in High-Dynamic-Range Displays: Experimental Comparison of Contributions from the Human Visual System and the Display Device using a Double …,2011,,search.proquest.com,https://search.proquest.com/openview/539aaaed52a474b8f2f88875156d0900/1?pq-origsite=gscholar&cbl=18750&diss=y,,327,2021-03-25 18:21:59,,,,,,,,,0,0,0,2,3,"… The instrument he constructed (and called an electro-gustometer) consisted of a source of electric current (a battery pack giving ∼100 V voltage), two electrodes (one on the tongue), a set of resistors reducing the effect of skin-electrode junction resistance variability, and a …"
0,P Limpert,Adaptation und Habituation bei repetetiver Geschmacksreizung mittels objektiver Gustometrie,2010,,opus4.kobv.de,https://opus4.kobv.de/opus4-fau/frontdoor/index/index/year/2010/docId/1281,,22,2021-03-25 18:21:59,,,,,,,,,19,3.8,10,2,5,"… An olfactometer–gustometer allowed independent oral presentation of odorized air and liquid samples … An olfactometer–gustometer delivered taste solution and odorized air to the mouth through parallel tubes, allowing independent control of odor and taste …"
48,"T Hummel, A Genow, BN Landis",Clinical assessment of human gustatory function using event related potentials,2010,"Journal of Neurology, Neurosurgery …",jnnp.bmj.com,https://jnnp.bmj.com/content/81/4/459.short?casa_token=PNY1xsnPmWUAAAAA:ctP5EOEcYIAGbWeiBR6XN9SlotnPGwgV-XsTlePiq5HY3BkHXoDJLk8U6mabal3cp3_zzBAVI_l7NlwU,"https://scholar.google.com/scholar?cites=18255124318957542723&as_sdt=2005&sciodt=0,5&hl=en",128,2021-03-25 18:21:59,,,,,,,,,0,0,0,3,,"… 9th ann. Conf. IEEE Engin. Med. Biol. Soc. Vol 2:961- 962, 1987b Plattig K.-H., Dazert S., Maeyama T.; A New Gustometer for Computer Evaluation of Taste Responses in Men and Animals; Acta Otolaryngol (Stockh) Suppl. 158:123-128, 1988 …"
0,"K Ohla, J Hudry, J Le Coutre",Electrical neuroimaging of gustatory perception in humans,2010,Front. Neurosci. Conference Abstract …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/conf.fnins.2011.85.00009,,38,2021-03-25 18:21:59,,,,,,,,,42,1.68,42,1,25,"… In: Feeding and Nutrition of Nonhuman Primates, RS HARRlS (ed.), Academic Press, New York, pp. 117-142. REILLY, S., R. NORGREN, & TC PRITCI-IARD, 1994. A new gustometer for testing taste discrimination in the monkey. Physiol. Behav., 55:401-406 …"
5,"AR Overington, GT Eyres…",Flavour release and perception in cheese bases,2010,Australian journal of …,search.proquest.com,https://search.proquest.com/openview/cbd1705edadda7313c8a1eba109d404d/1?pq-origsite=gscholar&cbl=36914,"https://scholar.google.com/scholar?cites=13456480408264379663&as_sdt=2005&sciodt=0,5&hl=en",197,2021-03-25 18:21:59,,,,,,,,,0,0,0,1,26,"Page 1. G G. An abbreviation for 1. GENERAL ABILITY; 2. GOAL. GABA. An abbreviation for gamma- aminobutyric acid, an amino acid that is an inhibitory NEUROTRANSMI1TER; it is found in the cortex, basal ganglia, and elsewhere in the central nervous system. GAD …"
95,"JA Felsted, X Ren, F Chouinard-Decorte…",Genetically determined differences in brain response to a primary food reward,2010,Journal of …,Soc Neuroscience,https://www.jneurosci.org/content/30/7/2428.short,"https://scholar.google.com/scholar?cites=8782245704267280698&as_sdt=2005&sciodt=0,5&hl=en",107,2021-03-25 18:21:59,,,,,,,,,0,0,0,2,2,"Spontaneous potentials occur during the brain's activities. In addition, some potentials occur depending on receptor activations during the stimulated state. In the proposed paper, brain signals ar..."
1,"H Gudziol, M Laetzel, H Lehnich…",Geschmacksreize verändern das Atemmuster: Methodik zum objektiven Nachweis einer Schmeckwahrnehmung,2010,Laryngo-Rhino-Otologie,researchgate.net,https://www.researchgate.net/profile/Thomas_Bitter/publication/26757695_Gustatory_input_affects_breathing_pattern_a_method_for_objectifying_of_gustatory_perception/links/0922b4f8c5c5b8ae5a000000.pdf,"https://scholar.google.com/scholar?cites=557474558746386961&as_sdt=2005&sciodt=0,5&hl=en",227,2021-03-25 18:21:59,PDF,,,,,,,,12,1.33,4,3,9,"… Materials and methods. Study 1: sucrose concentration contrast. Stimuli. A computer controlled gustometer (Bult et al … Subjects. Fourteen subjects (age: 22–52, 4 male) were recruited. They were trained on the gustometer taste delivery method …"
0,"A Eddy, I Appelqvist, L Lundin, C Delahunty",Intermittent delivery of salt or sugar distorts perception of saltiness or sweetness,2010,,publications.csiro.au,https://publications.csiro.au/rpr/pub?list=BRO&pid=csiro:EP101851&sb=RECENT&n=12&rpp=50&page=27&tr=5484&dr=all&dc4.browseYear=2010,,20,2021-03-25 18:21:59,,,,,,,,,46,7.67,12,4,6,… Participants received a monetary compensation for participation. One participant from the young male group was removed from the study after aborting the paradigm prematurely due to technical difficulties with the gustometer …
0,"P Singh, E Iannilli, T Hummel",Representation of umami and salt taste in the human brain,2010,Front. Neurosci. Conference Abstract …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/conf.fnins.2011.85.00002,,36,2021-03-25 18:21:59,,,,,,,,,0,0,0,1,8,Page 1. UNIVERSIDAD TÉCNICA DEL NORTE FACULTAD CIENCIAS DE LA SALUD TECNOLOGÍA EN GASTRONOMÍA Trabajo previo a la obtención del Título Académico de Tecnología en Gastronomía “ELABORACIÓN DE SUSTITUTO DE QUESO …
0,"J O'Loghlin, M Fulton, A Eddy, PL Yeow, M Evans","Simultaneous Gustometer & Olfactometer (SGO): The Simultaneous Gustometer & Olfactometer, or SGO, helps understand how taste and aroma combine …",2010,,search.informit.com.au,https://search.informit.com.au/documentSummary;dn=TEX20103002429;res=TVNEWS,,6,2021-03-25 18:21:59,CITATION,,,,,,,,55,1.28,55,1,43,… papilla. It is not known what eifect this suction had on the circulation of blood to the papilla. The Cornell gustometer was devised by Dallenbach (1936) to allow the ﬂow of a solution throughout the entire mouth. This controls …
